Date,SPY,EFA,EEM,DBC,GLD,EDV,LTPZ,LQD,EMLC
2000-12-29,-0.01892948938882999,0.009385558803767236,-0.003381859441341728,0.026803759953366146,0.0,-0.0022810300847612153,-0.0002874832256152502,0.007110243863321708,0.04018250794507461
2001-01-02,-0.018103956907744134,-0.00422658895254735,-0.0022631956890361016,-0.03024978371081599,-0.012206230643104221,0.030234177217811187,0.0268038318484828,0.010537334013983823,0.0
2001-01-03,0.04803512034947488,-0.010186534150915194,0.013606044926892435,0.005500456735713977,-0.014570269273331049,-0.03569716296226755,-0.005825417125017328,-0.009384382470931873,0.008779397470872974
2001-01-04,-0.010763799482610081,0.018868030972345906,0.0391496351845797,0.019849787525011653,-0.00018716077110225715,0.013620683922805465,0.008045027388680577,0.006315115250330017,0.006093541220532517
2001-01-05,-0.03264339011273654,0.0016831083098152178,-0.0064584107916757505,0.003767495398684817,0.001123174840883312,0.011159261576539237,0.021864849547401696,0.005230524052558527,0.0025937554590083067
2001-01-08,0.007741162390560552,-0.004201648156050841,0.0,-0.005854811155818096,0.0033657442034407126,-0.003201907806700266,-0.003500929862613639,0.0031208122578421094,0.0
2001-01-09,-0.0026408379010123273,-0.014346054533658892,0.0075839363185918884,0.000707352935103378,-0.004845322400298224,-0.002282758007990049,-0.000255549064383972,-0.005185916708352001,0.0025896952785264826
2001-01-10,0.017569552641566677,-0.007705371787889659,-0.013977936246117983,0.00663101632931995,-0.0026217228464419096,-0.015542324682899733,-0.01124954002773687,-0.004171086245791655,-0.00344268653777402
2001-01-11,0.0009455843517964801,0.00776520558392324,0.009814140681210448,-0.012524817270051947,-0.008073601201652347,-0.015535697778925828,-0.0002599824507520539,-0.003141461188521988,0.0017282843868253739
2001-01-12,-0.001890019884157157,0.005137155891372647,0.010798792252720624,-0.004342397363461092,-0.0017035775127768327,-0.017919116623711706,-0.0030185953176034884,-0.005251108011205652,0.0025855819688616055
2001-01-16,0.006391774597387823,-0.006814160326234386,-0.004273692621262093,-0.01067657212584483,0.0028441410693971214,0.007935276107123856,0.004474389362466892,-0.0010562904929218853,-0.003440826044731393
2001-01-17,0.004587426399188743,0.007718747269900295,0.010729563990134361,-0.03656677150699372,-0.0035923615050104107,0.018558538561042726,-0.00026342802467320403,0.0031708209153138434,0.005177844733999182
